19.449947,3.614472,5.20
17.092956,5.650358,5.50
28.388828,3.187367,4.60
22.545292,6.144056,4.80
25.357964,5.487578,4.40
30.798161,0.128342,5.40
35.486036,0.395739,5.30
30.511703,2.763703,3.90
37.875286,2.267239,5.30
39.870578,0.328500,4.10
40.825578,3.236144,3.40
38.968578,5.593342,5.00
45.569953,4.090058,2.50
49.839500,3.369972,4.80
54.218883,0.402975,4.30
56.418036,6.050150,5.30
67.133703,1.380883,5.50
61.040689,2.827267,5.40
60.935847,5.435472,5.30
60.789036,5.989308,3.90
69.306953,0.998306,5.30
74.636953,1.714036,4.50
73.344744,2.508253,5.30
73.562869,2.440639,3.70
72.801536,5.605072,3.70
72.458456,6.961278,3.20
81.186578,1.846464,5.00
78.322619,2.861114,4.60
79.796828,2.596022,5.30
80.707869,3.544419,5.00
81.709375,3.095650,4.60
78.683578,5.156069,5.50
81.282536,6.349686,1.60
85.619536,1.474667,4.90
88.109786,1.855239,4.80
89.706331,0.552917,5.20
82.810578,3.292250,5.50
83.569994,3.766956,5.40
84.796411,4.121439,4.60
82.696119,5.948319,4.20
87.000703,6.454150,5.30
88.792828,7.406992,0.90
96.807328,0.299306,5.20
95.942036,4.592781,4.30
101.965244,2.412181,4.50
98.225953,7.332961,4.50
108.583619,3.111364,5.40
112.008453,6.942069,5.30
117.925000,1.766861,5.10
113.024786,1.914431,5.20
119.586378,2.224306,5.30
114.827444,5.227856,0.40
120.566244,2.333881,4.40
130.806203,3.398658,4.30
129.689411,3.341461,4.50
129.414078,5.703653,4.20
131.694600,6.418914,3.40
132.108203,5.837856,4.40
133.848911,5.945453,3.10
138.590667,2.315056,3.90
136.493286,5.092328,5.00
144.614178,4.649400,4.70
144.303078,6.835747,5.00
158.700536,6.953450,5.10
166.726944,1.955719,5.50
169.322367,2.010931,5.20
171.009828,1.407728,5.40
165.140119,3.617533,4.80
171.984161,2.856192,5.00
166.255167,7.336083,4.70
165.186869,6.101536,5.00
170.284578,6.029375,4.00
177.671622,1.765389,3.60
179.987244,3.655194,5.40
176.464889,6.529831,4.00
185.087911,3.312583,5.00
180.218286,6.614431,4.70
193.901800,3.397472,3.40
190.488078,6.806489,5.50
199.401203,5.469783,4.80
203.532828,3.659033,4.90
205.766556,3.538200,5.40
210.411328,1.544542,4.30
213.065578,2.409469,5.00
216.047619,5.820072,5.10
221.562786,1.892947,3.70
229.827044,1.766833,5.10
230.258078,0.715711,5.50
232.159744,1.842272,5.20
225.725453,2.091222,4.40
228.797411,4.939333,5.30
237.573078,2.196806,5.20
237.703453,4.477439,3.70
236.066161,6.425408,2.60
236.611511,7.353194,4.40
245.518578,1.028894,4.80
247.141536,0.665308,5.40
243.314161,5.021078,5.50
252.853953,1.216031,5.50
247.728494,1.984289,3.80
251.943119,5.246964,5.20
252.580494,7.247867,5.50
262.207203,0.330542,5.40
261.628661,4.140300,4.30
266.973286,2.707619,3.70
265.868267,4.566850,2.80
270.438203,1.305078,4.40
276.802083,0.196164,5.10
270.161328,2.931597,4.00
271.362822,2.502575,4.00
272.667828,3.324269,5.50
275.216703,3.377056,4.90
270.065703,4.368736,4.70
274.789661,7.259636,5.40
281.208036,2.060081,5.00
284.054411,4.203433,4.60
284.060869,4.202022,5.00
279.162703,6.672269,5.50
289.635244,1.084914,5.30
291.629119,0.338681,4.70
288.427369,2.293775,5.10
291.373422,3.114583,3.40
287.249703,6.073578,5.20
298.118161,1.005681,4.30
294.798078,5.397806,5.20
293.521733,7.379367,4.50
298.827911,6.408139,3.70
305.794661,5.343150,5.30
301.034578,7.277875,5.50
309.853039,0.486528,5.20
314.768956,4.294106,5.20
318.955703,5.248244,3.90
320.723161,6.811081,5.20
324.888206,2.243803,5.10
325.564328,5.680139,5.30
336.319161,1.377347,4.60
337.491486,4.432003,5.50
336.964089,4.696528,4.80
331.419667,5.058300,4.90
332.549156,6.197781,3.50
335.114414,5.789414,5.40
347.170133,2.127600,5.40
351.719583,1.300664,4.90
345.969161,3.820072,4.50
349.289311,3.282225,3.70
351.992661,6.379150,4.30
350.085417,5.381556,5.10
355.512067,1.780469,4.50
356.598161,3.486906,5.00
354.986200,5.627611,4.10
359.827489,6.863608,4.00
5.149453,8.190183,5.40
2.508994,11.145983,5.50
1.424661,13.396250,5.50
12.169869,7.585447,4.40
11.755828,11.973981,5.50
15.736244,7.889964,4.30
18.432292,7.575528,4.90
26.348247,9.157586,4.30
33.250119,8.846747,4.40
37.039583,8.460078,4.30
36.204311,10.610592,5.50
44.928744,8.907417,4.70
41.239286,12.446144,5.20
41.234772,10.114194,4.30
51.792036,9.732872,3.70
51.203661,9.029203,3.60
52.602036,11.336400,5.10
52.718161,12.936669,4.10
60.985378,8.197292,5.50
57.067619,11.143481,5.00
60.170119,12.490392,3.50
63.387956,7.716036,5.30
63.883494,8.892442,4.30
63.484994,9.264028,4.80
63.650953,10.011497,5.20
65.965994,9.460958,5.10
68.913119,10.161086,4.20
67.208494,13.047647,5.00
66.651869,14.713933,4.70
68.461619,14.844514,4.70
67.654869,13.724375,5.40
69.775161,7.871111,5.40
72.652911,8.900339,4.40
73.699136,7.779169,5.30
